subID,corr,p_val,z_score
101,0.1587848364393173,3.2049835195165175e-08,0.16013985523262858
102,0.4600915342605163,6.635461820074931e-64,0.49742739506787315
103,0.6732355437923087,2.960476123659646e-159,0.8166374442044392
104,0.22859178523560464,1.0855635925763167e-15,0.2327031037731667
105,0.3985015878175411,5.941095407991e-47,0.42186637618256867
106,0.37017058715676526,2.847859554349868e-40,0.3886207588941623
107,0.25643047376516387,1.7956414206061846e-19,0.26228387429251077
108,0.7046773076469293,9.456382042503735e-181,0.8765312392737075
109,0.31292419753256456,1.1356615232592418e-28,0.32378375792625086
110,0.506645350676771,3.075116382262922e-79,0.5582062755164736
111,0.5798837947171709,9.4041839841427e-109,0.6622876117076449
112,0.21612836911093414,3.768850941870226e-14,0.21959117641205442
113,0.26898998077346614,2.4541135832766303e-21,0.27577470323177083
114,0.4108652722640035,4.441788020181364e-50,0.4366517830715416
115,0.5024004059031291,9.688704791332487e-78,0.5525118264604308
117,0.5822765178517663,7.574976474698001e-110,0.6659001177201075
118,0.3631095558248475,1.0445608410016404e-38,0.3804630766500066
119,0.5241536196466205,1.1995651964449928e-85,0.5820497298334557
120,0.26691980949391564,5.059525736504935e-21,0.2735443951795581
121,0.15998171232076422,2.5171724992244e-08,0.16136792804416716
122,0.4379922783631877,2.0485480186320936e-57,0.46974378959713925
